代码,名称,总市值
603112,华翔股份,118.84
603113,金能科技,47.18
603116,红蜻蜓,42.24
603117,万林物流,30.14
603118,共进股份,125.02
603120,肯特催化,16.84
603121,华培动力,69.16
603122,合富中国,62.89
603123,翠微股份,76.25
603124,江南新材,102.68
603125,常青科技,97.12
603126,中材节能,55.01
603128,华贸物流,74.48
603130,云中马,68.48
603131,上海沪工,81.46
603133,退市碳元,0.61
603135,中重科技,77.24
603136,天目湖,27.88
603137,恒尚节能,25.34
603138,海量数据,56.46
603139,康惠股份,38.75
603150,万朗磁塑,62.34
603151,邦基科技,26.33
603153,上海建科,63.03
603155,新亚强,57.66
603157,退市拉夏,1.96
603158,腾龙股份,73.86
603159,上海亚虹,35.01
603161,科华控股,27.2
603162,海通发展,51.48
603163,圣晖集成,102.99
603165,荣晟环保,58.26
603166,福达股份,93.35
603167,渤海轮渡,42.79
603168,莎普爱思,24.4
603169,兰石重装,115.08
603170,宝立食品,52.52
603172,万丰股份,29.16
603173,福斯达,61.39
603175,超颖电子,43.94
603176,汇通集团,26.32
603177,德创环保,24.16
603178,圣龙股份,46.22
603180,金牌家居,28.82
603181,皇马科技,84.71
603182,嘉华股份,24.67
603183,建研院,23.81
603185,弘元绿能,147.82
603187,海容冷链,55.14
603188,亚邦股份,28.85
603189,*ST网达,36.52
603190,亚通精工,11.62
603191,望变电气,68.96
603192,汇得科技,31.94
603193,润本股份,25.77
603194,中力股份,58.42
603196,璞源材料,68.02
603197,保隆科技,73.16
603199,九华旅游,39.13
603200,上海洗霸,106.27
603201,常润股份,29.97
603202,天有为,38.37
603203,快克智能,139.38
603205,健尔康,10.7
603206,嘉环科技,53.35
603207,小方制药,14.43
603208,江山欧派,24.59
603209,兴通股份,46.46
603210,泰鸿万立,38.16
603211,晋拓股份,83.96
603212,赛伍技术,64.79
603213,镇洋发展,60.9
603214,爱婴室,22.8
603215,比依股份,33.7
603216,梦天家居,64.71
603217,元利科技,60.55
603218,日月股份,130.77
603219,富佳股份,93.7
603220,中贝通信,129.97
603221,爱丽家居,29.24
603222,济民健康,54.56
603223,恒通股份,64.79
603227,雪峰科技,91.74
603229,奥翔药业,84.36
603230,内蒙新华,37.69
603231,索宝蛋白,18.71
603232,格尔软件,45.03
603235,天新药业,112.77
603237,五芳斋,31.81
603238,诺邦股份,27.85
603239,浙江仙通,65.41
603248,锡华科技,20.01
603255,鼎际得,20.03
603257,中国瑞林,16.53
603258,电魂网络,39.53
603261,*ST立航,28.11
603262,技源集团,10.39
603266,天龙股份,40.14
603267,鸿远电子,129.73
603269,海鸥股份,63.05
603270,金帝股份,19.78
603271,永杰新材,45.77
603272,*ST联翔,29.82
603273,天元智能,10.07
603275,众辰科技,22.26
603276,恒兴新材,13.77
603277,银都股份,80.55
603278,大业股份,53.93
603279,景津装备,106.97
603280,南方路机,36.42
603281,江瀚新材,140.97
603282,亚光股份,24.4
603284,林平发展,8.66
603285,键邦股份,29.64
603286,日盈电子,77.37
603289,泰瑞机器,35.94
603291,联合水务,51.51
603293,埃泰克,18.52
603299,苏盐井神,81.8
603300,海南华铁,131.84
603303,得邦照明,93.81
603307,扬州金泉,30.04
603309,维力医疗,42.23
603310,巍华新材,31.53
603311,金海高科,54.49
603312,西典新能,19.74
603313,梦百合,34.46
603315,福鞍股份,61.0
603316,诚邦股份,49.15
603318,水发燃气,51.78
603319,美湖股份,119.89
603320,迪贝电气,39.21
603321,梅轮电梯,25.95
603322,超讯通信,56.37
603323,苏农银行,98.3
603324,盛剑科技,38.15
603325,博隆技术,21.01
603326,我乐家居,26.46
603327,福蓉科技,113.22
603328,依顿电子,128.8
603329,上海雅仕,23.88
603330,天洋新材,30.55
603331,百达精工,32.91
603332,苏州龙杰,30.4
603333,尚纬股份,52.89
603334,丰倍生物,15.81
603335,迪生力,31.85
603336,宏辉果蔬,75.36
603339,四方科技,44.06
603341,龙旗科技,105.05
603344,星德胜,15.29
603348,文灿股份,59.22
603350,安乃达,15.73
603351,威尔药业,37.86
603352,至信股份,16.08
603353,和顺石油,91.02
603356,华菱精工,26.8
603357,设计总院,42.04
603359,*ST东珠,15.3
603360,百傲化学,140.26
603363,傲农生物,68.37
603365,水星家纺,54.61
603366,日出东方,71.55
603367,辰欣药业,70.36
603368,柳药集团,66.89
603370,华新精科,15.37
603373,安邦护卫,20.91
603375,盛景微,29.86
603376,大明电子,9.95
603377,ST东时,24.97
603378,*ST亚士,19.89
603380,易德龙,59.36
603381,永臻股份,35.11
603382,海阳科技,9.36
603383,顶点软件,68.14
603385,惠达卫浴,25.09
603386,骏亚科技,52.37
603387,基蛋生物,49.5
603388,*ST元成,1.89
603390,通达电气,48.2
603391,力聚热能,14.98
603393,新天然气,124.64
603395,红四方,17.88
603396,金辰股份,51.63
603398,*ST沐邦,64.57
603399,永杉锂业,123.36
603400,华之杰,16.2
603402,陕西旅游,21.25
603406,天富龙,12.78
603407,C长裕,31.93
603408,建霖家居,52.1
603409,汇通控股,15.8
603416,信捷电气,85.33
603418,友升股份,23.24
603421,鼎信通讯,57.2
603429,*ST集友,51.19
603439,三力制药,49.71
603456,九洲药业,121.41
603458,勘设股份,40.93
603459,红板科技,73.68
603466,风语筑,62.22
603477,巨星农牧,94.16
603488,展鹏科技,35.45
603489,八方股份,94.03
603496,恒为科技,99.26
603499,翔港科技,67.93
603500,祥和实业,33.76
603506,南都物业,24.88
603507,振江股份,79.53
603508,思维列控,100.73
603511,爱慕股份,58.31
603515,欧普照明,147.56
603517,ST绝味,71.21
603518,锦泓集团,33.07
603519,立霸股份,38.56
603520,司太立,52.17
603527,众源新材,41.49
603528,多伦科技,57.89
603533,掌阅科技,115.43
603535,嘉诚国际,39.29
603536,惠发食品,24.77
603538,美诺华,128.84
603551,奥普科技,45.09
603555,ST贵人,10.53
603556,海兴电力,145.34
603557,*ST起步,30.98
603558,健盛集团,47.46
603559,ST通脉,36.88
603566,普莱柯,40.11
603567,珍宝岛,67.92
603569,长久物流,39.47
603577,汇金通,39.48
603578,三星新材,26.76
603579,荣泰健康,44.79
603580,*ST艾艾,35.37
603583,捷昌驱动,108.56
603585,苏利股份,35.66
603586,金麒麟,34.52
603587,地素时尚,62.44
603589,口子窖,140.56
603590,康辰药业,58.21
603595,ST东尼,44.26
603598,引力传媒,66.05
603599,广信股份,113.87
603600,永艺股份,36.75
603602,纵横通信,31.61
603603,退市博天,3.19
603607,京华激光,41.01
603608,天创时尚,60.44
603609,禾丰股份,61.76
603610,麒盛科技,59.83
603611,诺力股份,50.9
603612,索通发展,123.33
603615,茶花股份,54.12
603616,韩建河山,24.52
603617,君禾股份,29.92
603619,中曼石油,134.08
603626,科森科技,147.6
603628,清源股份,34.24
603630,拉芳家化,35.36
603633,徕木股份,34.74
603636,南威软件,65.75
603637,镇海股份,42.06
603639,海利尔,40.82
603648,畅联股份,36.53
603655,朗博科技,47.28
603656,泰禾智能,36.0
603657,春光科技,44.95
603721,*ST天择,31.99
603722,阿科力,37.3
603725,天安新材,28.72
603726,朗迪集团,50.72
603727,博迈科,48.48
603729,ST龙韵,13.12
603739,蔚蓝生物,37.32
603755,日辰股份,28.2
603757,大元泵业,112.9
603758,秦安股份,58.1
603759,海天股份,42.11
603767,中马传动,61.2
603768,常青股份,28.63
603776,永安行,60.31
603777,来伊份,66.38
603779,威龙股份,24.74
603787,新日股份,27.16
603788,宁波高发,37.27
603789,*ST星农,15.55
603790,雅运股份,49.41
603797,联泰环保,28.14
603798,康普顿,49.55
603800,洪田股份,121.08
603801,志邦家居,39.09
603803,瑞斯康达,72.1
603808,歌力思,38.01
603809,豪能股份,105.28
603810,丰山集团,25.13
603811,诚意药业,39.05
603813,*ST原尚,39.88
603815,交建股份,45.99
603817,海峡环保,41.22
603818,曲美家居,26.02
603819,神力股份,32.46
603822,ST嘉澳,54.78
603823,百合花,79.19
603825,ST华扬,22.55
603828,*ST利达,35.1
603829,洛凯股份,53.81
603836,海程邦达,28.69
603838,*ST四通,31.62
603839,安正时尚,30.88
603843,*ST正平,67.23
603848,好太太,70.5
603855,华荣股份,65.09
603856,东宏股份,35.85
603859,能科科技,99.74
603860,中公高科,21.63
603861,白云电器,87.85
603863,松炀资源,39.74
603866,桃李面包,79.19
603867,新化股份,80.43
603869,ST智知,54.75
603877,太平鸟,65.52
603878,武进不锈,46.63
603879,永悦科技,21.38
603880,南卫股份,23.09
603882,金域医学,124.93
603883,老百姓,102.83
603886,元祖股份,29.59
603887,城地香江,85.85
603888,新华网,138.93
603889,新澳股份,62.62
603890,春秋电子,89.27
603895,天永智能,39.45
603896,寿仙谷,34.1
603897,长城科技,116.64
603898,好莱客,39.91
603900,莱绅通灵,26.29
603901,永创智能,68.2
603903,中持股份,30.89
603908,牧高笛,22.14
603909,建发合诚,31.75
603912,佳力图,61.83
603915,国茂股份,115.44
603916,苏博特,60.78
603917,合力科技,25.4
603918,金桥信息,49.11
603919,金徽酒,96.48
603922,ST金鸿顺,30.2
603926,铁流股份,54.45
603927,中科软,139.78
603928,兴业股份,42.12
603931,格林达,88.6
603933,睿能科技,55.14
603936,博敏电子,127.47
603937,丽岛新材,35.11
603938,三孚股份,146.93
603948,建业股份,43.58
603949,雪龙集团,37.52
603955,大千生态,35.52
603956,威派格,33.23
603958,哈森股份,49.86
603959,ST百利,26.13
603960,克来机电,60.1
603963,*ST大药,2.59
603966,法兰泰克,56.32
603967,中创物流,50.06
603968,醋化股份,24.41
603969,银龙股份,82.67
603970,中农立华,34.68
603976,正川股份,32.72
603977,国泰集团,89.77
603978,深圳新星,66.35
603980,吉华集团,42.78
603982,泉峰汽车,26.15
603983,丸美生物,103.98
603985,恒润股份,115.28
603987,康德莱,35.77
603988,中电电机,60.49
603989,艾华集团,83.94
603990,麦迪科技,49.07
603991,至正股份,93.91
603992,松霖科技,145.85
603995,甬金股份,73.56
603996,退市中新,1.17
603998,方盛制药,48.04
603999,读者传媒,38.53
605001,威奥股份,28.6
605003,众望布艺,32.48
605005,合兴股份,76.79
605006,山东玻纤,101.95
605007,五洲特纸,61.08
605008,长鸿高科,78.87
605009,豪悦护理,60.43
605011,杭州热电,91.42
605016,百龙创园,118.02
605018,长华集团,61.34
605020,永和股份,143.18
605028,世茂能源,43.14
605033,美邦股份,32.07
605100,华丰股份,90.01
605108,同庆楼,39.34
605116,奥锐特,90.13
605122,四方新材,25.34
605123,派克新材,141.87
605128,上海沿浦,72.78
605133,嵘泰股份,109.91
605136,丽人丽妆,43.69
605138,盛泰集团,43.45
605151,西上海,30.5
605155,西大门,32.4
605158,华达新材,40.5
605162,新中港,48.69
605166,聚合顺,36.57
605167,利柏特,86.23
605168,三人行,115.42
605169,洪通燃气,37.17
605177,东亚药业,24.44
605178,时空科技,72.58
605179,一鸣食品,65.96
605180,华生科技,26.25
605183,确成股份,68.46
605186,健麾信息,31.57
605188,国光连锁,77.11
605189,富春染织,37.75
605198,安德利,143.68
605199,ST葫芦娃,26.65
605208,永茂泰,48.96
605218,伟时电子,38.93
605228,神通科技,70.62
605258,协和电子,33.62
605259,绿田机械,33.25
605266,健之佳,30.74
605268,王力安防,54.41
605277,新亚电子,77.08
605286,同力天启,67.91
605287,德才股份,78.44
605288,凯迪股份,57.98
605298,必得科技,104.9
605299,舒华体育,102.22
605300,佳禾食品,48.94
605303,园林股份,40.26
605305,中际联合,95.19
605318,法狮龙,116.64
605319,无锡振华,90.07
605333,沪光股份,110.49
605336,*ST帅电,33.91
605337,李子园,41.27
605338,巴比食品,55.39
605339,南侨食品,69.41
605366,宏柏新材,93.83
605368,蓝天燃气,54.31
605369,拱东医疗,45.53
605377,华旺科技,56.17
605378,野马电池,50.57
605388,均瑶健康,42.03
605389,长龄液压,148.12
605398,新炬网络,44.81
605399,晨光新材,43.55
605488,福莱新材,99.88
605500,森林包装,38.62
605507,国邦医药,129.93
605555,德昌股份,78.08
605566,福莱蒽特,46.4
605567,春雪食品,21.86
605577,龙版传媒,51.69
605580,恒盛能源,61.82
605588,冠石科技,42.6
605598,上海港湾,140.46
605599,菜百股份,138.21
688004,博汇科技,19.32
688007,光峰科技,69.86
688010,福光股份,55.92
688011,新光光电,65.46
688013,天臣医疗,27.8
688015,交控科技,40.34
688016,心脉医疗,129.61
688020,方邦股份,129.59
688021,奥福科技,22.38
688022,ST瀚川,17.54
688023,安恒信息,45.8
688026,洁特生物,22.73
688030,山石网科,29.72
688032,禾迈股份,136.87
688033,*ST天宜,46.27
688035,德邦科技,115.19
688038,中科通达,24.16
688039,当虹科技,49.08
688045,必易微,46.47
688046,药康生物,85.65
688049,炬芯科技,89.28
688050,爱博医疗,97.38
688051,佳华科技,34.8
688053,ST思科瑞,42.02
688056,莱伯泰科,23.72
688057,金达莱,34.14
688058,宝兰德,22.64
688059,华锐精密,141.77
688060,云涌科技,28.22
688061,灿瑞科技,44.69
688062,迈威生物-U,73.46
688066,*ST航图,38.49
688067,爱威科技,19.45
688068,热景生物,99.23
688069,德林海,62.75
688070,纵横股份,40.48
688071,华依科技,28.96
688073,毕得医药,54.13
688075,安旭生物,47.63
688076,ST诺泰,103.19
688077,大地熊,36.08
688078,龙软科技,19.57
688079,美迪凯,71.33
688080,映翰通,33.51
688081,兴图新科,57.46
688083,中望软件,97.67
688084,晶品特装,50.53
688085,三友医疗,60.82
688086,退市紫晶,0.85
688087,英科再生,82.4
688089,嘉必优,28.31
688090,瑞松科技,111.01
688091,上海谊众,133.55
688092,爱科科技,24.87
688093,世华科技,88.35
688095,福昕软件,72.21
688096,京源环保,27.55
688098,申联生物,36.18
688101,XD三达膜,65.11
688103,国力电子,59.95
688105,诺唯赞,80.5
688108,赛诺医疗,91.11
688109,品茗科技,80.66
688112,鼎阳科技,91.34
688113,联测科技,28.36
688115,思林杰,38.68
688116,天奈科技,149.22
688117,圣诺生物,58.94
688118,普元信息,25.92
688119,中钢洛耐,59.62
688121,卓然股份,13.13
688128,中国电研,108.73
688129,东来技术,35.06
688130,晶华微,16.26
688132,邦彦技术,27.46
688133,泰坦科技,36.75
688135,利扬芯片,88.7
688136,科兴制药,52.37
688137,近岸蛋白,36.22
688138,清溢光电,102.88
688139,海尔生物,106.15
688143,长盈通,94.23
688146,中船特气,142.07
688148,芳源股份,53.72
688151,华强科技,71.28
688152,麒麟信安,40.86
688153,唯捷创芯,134.68
688155,先惠技术,131.34
688156,路德科技,27.71
688157,松井股份,54.72
688159,有方科技,56.29
688160,步科股份,112.27
688161,威高骨科,113.24
688162,巨一科技,43.61
688163,赛伦生物,43.27
688165,埃夫特-U,104.36
688168,安博通,67.04
688170,德龙激光,68.24
688171,纬德信息,48.85
688173,希荻微,75.44
688175,高凌信息,46.09
688176,亚虹医药-U,56.33
688177,百奥泰,83.69
688178,万德斯,31.15
688179,阿拉丁,83.01
688181,八亿时空,49.89
688182,灿勤科技,140.4
688184,ST帕瓦,14.05
688185,康希诺,74.24
688186,广大特材,57.98
688189,南新制药,28.78
688190,云路股份,104.29
688191,智洋创新,121.99
688193,仁度生物,23.3
688196,卓越新能,64.19
688197,首药控股-U,27.48
688198,佰仁医疗,136.43
688199,久日新材,46.97
688201,ST信安,27.29
688202,美迪西,87.97
688203,海正生材,28.6
688207,格灵深瞳,43.43
688209,英集芯,112.39
688210,统联精密,78.76
688211,中科微至,47.69
688212,澳华内镜,49.83
688215,瑞晟智能,47.06
688216,气派科技,37.25
688217,睿昂基因,16.61
688218,江苏北人,48.29
688219,会通股份,63.75
688221,前沿生物-U,92.11
688222,成都先导,118.84
688225,亚信安全,66.2
688226,威腾电气,109.81
688227,品高股份,128.41
688228,开普云,73.23
688229,博睿数据,44.58
688230,芯导科技,86.27
688231,隆达股份,96.74
688232,新点软件,73.19
688236,春立医疗,50.5
688237,超卓航科,46.64
688238,和元生物,42.32
688239,航宇科技,136.47
688244,永信至诚,30.15
688246,嘉和美康,32.14
688247,宣泰医药,43.02
688251,井松智能,30.45
688252,天德钰,97.43
688253,英诺特,73.55
688255,凯尔达,34.99
688259,创耀科技,44.21
688260,昀冢科技,61.06
688261,东微半导,101.1
688262,国芯科技,135.95
688265,南模生物,31.83
688267,中触媒,54.67
688269,凯立新材,55.18
688272,富吉瑞,36.08
688273,麦澜德,45.88
688276,百克生物,76.32
688277,天智航-U,86.27
688280,精进电动-W,34.62
688282,理工导航,79.99
688283,坤恒顺维,57.57
688285,高铁电气,35.67
688286,敏芯股份,40.03
688287,*ST观典,3.45
688288,鸿泉技术,24.67
688289,圣湘生物,105.74
688290,景业智能,68.04
688291,XD金橙子,49.05
688292,浩瀚深度,38.4
688293,奥浦迈,54.96
688296,和达科技,17.29
688298,东方生物,49.41
688299,长阳科技,55.12
688302,海创药业-U,45.45
688305,科德数控,85.52
688306,均普智能,122.21
688307,中润光学,102.79
688309,恒誉环保,63.92
688310,迈得医疗,28.58
688311,盟升电子,62.55
688312,燕麦科技,122.95
688314,康拓医疗,36.56
688315,诺禾致源,64.72
688316,青云科技-U,36.4
688317,之江生物,39.16
688320,禾川科技,57.08
688321,微芯生物,127.36
688323,瑞华泰,46.98
688325,赛微微电,101.92
688326,经纬恒润-W,99.46
688327,云从科技-UW,116.77
688328,深科达,63.41
688329,艾隆科技,19.08
688330,宏力达,56.76
688334,西高院,33.86
688335,复洁科技,44.14
688337,普源精电,110.81
688338,赛科希德,30.7
688339,亿华通-U,50.83
688345,博力威,52.1
688348,昱能科技,79.78
688350,富淼科技,49.42
688351,微电生理,125.93
688352,颀中科技,51.3
688355,明志科技,29.23
688356,键凯科技,55.72
688357,建龙微纳,34.38
688358,祥生医疗,37.84
688359,三孚新科,114.09
688360,德马科技,49.65
688365,光云科技,93.26
688366,昊海生科,75.25
688367,工大高科,35.4
688369,致远互联,28.32
688370,丛麟科技,33.45
688371,菲沃泰,117.42
688373,盟科药业-U,35.37
688376,美埃科技,103.87
688377,迪威尔,71.78
688378,奥来德,115.08
688379,华光新材,68.33
688381,帝奥微,84.65
688382,益方生物-U,131.11
688383,新益昌,110.76
688386,泛亚微透,76.82
688389,普门科技,54.97
688391,钜泉科技,37.62
688393,安必平,23.27
688395,正弦电气,27.79
688398,赛特新材,55.38
688399,硕世生物,54.58
688401,路维光电,132.39
688408,中信博,85.74
688410,山外山,54.46
688416,恒烁股份,103.61
688418,震有科技,101.4
688419,耐科装备,53.11
688420,美腾科技,11.38
688426,康为世纪,23.83
688428,诺诚健华,71.14
688429,时创能源,17.27
688435,英方软件,23.56
688439,振华风光,103.24
688443,智翔金泰-U,36.4
688448,磁谷科技,55.02
688450,光格科技,24.08
688455,科捷智能,34.5
688456,有研粉材,85.62
688458,美芯晟,33.65
688459,哈铁科技,43.63
688466,金科环境,22.37
688468,科美诊断,29.92
688478,晶升股份,73.1
688479,友车科技,27.15
688480,赛恩斯,99.56
688485,九州一轨,53.6
688486,龙迅股份,111.03
688488,艾迪药业,71.53
688489,三未信安,48.3
688496,*ST清越,8.28
688499,利元亨,91.79
688500,慧辰股份,34.92
688501,青达环保,29.44
688505,复旦张江,56.92
688507,索辰科技,47.27
688508,芯朋微,124.37
688509,正元地信,18.97
688510,航亚科技,90.29
688511,天微电子,30.63
688512,慧智微-U,43.88
688513,苑东生物,113.02
688515,裕太微-U,104.57
688517,金冠电气,32.31
688518,联赢激光,100.52
688522,纳睿雷达,42.07
688523,航天环宇,83.05
688526,科前生物,68.89
688528,秦川物联,21.03
688529,豪森智能,33.1
688530,欧莱新材,38.53
688533,上声电子,45.31
688535,华海诚科,128.03
688538,和辉光电-U,134.03
688539,高华科技,77.83
688543,国科军工,73.37
688545,兴福电子,145.8
688549,中巨芯-U,74.96
688550,瑞联新材,75.27
688551,科威尔,52.46
688552,航天南湖,34.66
688553,汇宇制药-W,70.08
688555,退市泽达,0.47
688556,高测股份,123.04
688557,兰剑智能,35.42
688558,国盛智科,53.99
688560,明冠新材,34.26
688562,航天软件,33.53
688563,航材股份,70.56
688565,力源科技,19.18
688566,吉贝尔,55.76
688569,铁科轨道,43.29
688570,天玛智控,32.88
688571,杭华股份,38.01
688573,信宇人,12.64
688575,亚辉龙,75.25
688576,西山科技,16.74
688577,浙海德曼,85.33
688579,地纬智能,40.24
688580,伟思医疗,60.49
688581,安杰思,26.64
688582,芯动联科,135.24
688583,思看科技,37.01
688584,上海合晶,95.16
688586,江航装备,112.92
688588,凌志软件,49.16
688589,力合微,35.02
688590,新致软件,44.14
688591,泰凌微,60.59
688592,司南导航,17.76
688593,新相微,125.39
688595,芯海科技,55.22
688596,正帆科技,105.77
688597,煜邦电力,28.67
688598,金博股份,59.0
688600,皖仪科技,38.28
688601,力芯微,84.24
688602,康鹏科技,19.96
688603,天承科技,62.48
688605,先锋精科,76.39
688606,奥泰生物,43.86
688607,康众医疗,50.99
688609,九联科技,55.9
688610,埃科光电,55.19
688611,杭州柯林,115.33
688612,威迈斯,78.77
688613,奥精医疗,27.81
688616,西力科技,25.65
688618,三旺通信,49.38
688619,罗普特,30.99
688620,安凯微,31.6
688621,阳光诺和,65.76
688622,*ST禾信,54.96
688623,双元科技,18.36
688626,翔宇医疗,101.81
688628,优利德,98.91
688631,莱斯信息,36.79
688633,星球石墨,53.45
688636,智明达,75.2
688638,誉辰智能,11.69
688639,XD华恒生,66.13
688646,ST逸飞,35.49
688648,中邮科技,34.03
688651,盛邦安全,13.41
688653,康希通信,49.96
688655,迅捷兴,82.66
688656,浩欧博,89.87
688657,浩辰软件,22.27
688658,悦康药业,99.72
688659,元琛科技,19.12
688662,富信科技,72.57
688663,新风光,107.66
688665,四方光电,52.32
688667,菱电电控,85.74
688669,聚石化学,44.23
688670,金迪克,23.05
688671,碧兴物联,11.79
688678,福立旺,100.29
688679,通源环境,81.29
688680,海优新材,48.67
688681,科汇股份,21.77
688682,霍莱沃,49.78
688683,莱尔科技,69.38
688685,迈信林,79.89
688686,奥普特,147.37
688687,凯因科技,34.1
688689,银河微电,51.37
688690,纳微科技,139.24
688691,灿芯股份,88.37
688693,锴威特,53.49
688695,中创股份,13.59
688696,极米科技,65.87
688697,纽威数控,94.71
688699,明微电子,70.94
688701,卓锦股份,14.57
688707,振华新材,86.43
688708,佳驰科技,74.2
688709,成都华微,87.28
688710,益诺思,57.58
688711,宏微科技,64.8
688712,北芯生命,16.89
688716,中研股份,25.22
688717,艾罗能源,118.16
688718,唯赛勃,32.96
688719,爱科赛博,69.22
688720,艾森股份,50.41
688721,龙图光罩,25.41
688722,同益中,41.77
688727,恒坤新材,28.83
688729,屹唐股份,55.15
688733,壹石通,67.96
688737,中自科技,34.43
688739,成大生物,100.78
688750,金天钛业,44.67
688755,汉邦科技,7.08
688757,胜科纳米,55.54
688758,赛分科技,58.56
688759,必贝特-U,18.25
688765,禾元生物-U,27.4
688767,博拓生物,63.56
688768,容知日新,37.08
688775,影石创新,68.88
688776,国光电气,89.22
688781,视涯科技-UW,19.45
688783,西安奕材-U,63.59
688785,恒运昌,52.44
688786,悦安新材,47.11
688787,海天瑞声,87.24
688788,科思科技,89.54
688789,宏华数科,108.77
688790,昂瑞微-UW,18.53
688793,倍轻松,21.45
688796,百奥赛图,36.68
688798,艾为电子,97.64
688799,华纳药厂,81.29
688802,沐曦股份-U,140.92
688805,健信超导,16.94
688807,优迅股份,60.7
688809,强一股份,107.02
688811,有研复材,26.03
688813,泰金新能,38.7
688816,易思维,13.47
688818,电科蓝天,120.79
